Nome,Luogo,Cronologia,Antiquario,Collezionista,Galleria,Asta,Type,Schede,lat,lon
Schubert,Milano,1970s-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schubert,45.4641943,9.1896346
Schweitzer Gallery,New York,1930-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schweitzer+Gallery,40.7127281,-74.0060152
"Schweitzer, E.",Berlino,-1918,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schweitzer,52.5170365,13.3888599
"Sedelmeyer, Charles",Parigi ,1866-1912,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=sedelmeyer,48.8588897,2.3200410217200766
Serristori,Firenze,-1977,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Serristori,43.7698712,11.2555757
Sestieri,Roma e Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sestieri,43.6228392,11.4697268
Shickmann,New York,,,,,,no,,40.7127281,-74.0060152
Silberman,New York,1938-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Silberman,40.7127281,-74.0060152
Silbernagl Volker,Milano,,1.0,,,,A,,45.4641943,9.1896346
Silvestri,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Silvestri,45.4641943,9.1896346
Sirén,Stoccolma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Siren&page=1&filtroprovenienza_OA=8178%7C132,59.3251172,18.0710935
Smith,New York,CASO COMPLICATO,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Smith,40.7127281,-74.0060152
Smith,Worcester (Mass.),CASO COMPLICATO,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Smith&page=1&filtrolocalizzazione_OA=8174%7C76,42.2625621,-71.8018877
Spada Silvano,Roma,-,1.0,,,,A,,41.8933203,12.4829321
"Spark, Victor",New York,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Spark,40.7127281,-74.0060152
Speck von Sternburg,Luetzschena,1807-?,1.0,,,,A,,51.3832549,12.2807401
"Speelman, Edward Joseph",Londra,1935-1973,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=E.+Speelman,51.5073219,-0.1276474
Spinelli,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+S.+Spinelli,43.7698712,11.2555757
Spink,Londra,1666 (?)-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Spink,51.5073219,-0.1276474
Spiridon,Roma,-1929,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Spiridon,41.8933203,12.4829321
Stanley Simon,New York,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione%20Simon&page=1&filtroprovenienza_OA=8141%7C1190,40.7127281,-74.0060152
Stanza del Borgo,Milano,1967-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Stanza+del+Borgo,45.4641943,9.1896346
Steffanoni,Bergamo,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Steffanoni,45.756655699999996,9.754219200862249
Stein,Parigi,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Stein,48.8588897,2.3200410217200766
Sterbini,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sterbini,41.8933203,12.4829321
Stern,New York (e Parigi,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Stern,48.8580199,2.288251
Sternheim,Amsterdam,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=100&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sternheim,52.3727598,4.8936041
Store,New York,,1.0,,,,A,,40.7127281,-74.0060152
Straus,New York,1896-1944,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Straus,40.7127281,-74.0060152
Stroganoff,Roma,?-1910,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Stroganoff,41.8933203,12.4829321
Studio d'Arte Sigillo di Bruno Giroldi,Losone (Svizzera),,1.0,,,,A (laboratorio di restauro?),,46.1679841,8.7633619
Suida (Manning),New York,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Suida,40.7127281,-74.0060152
Sumàri,Budapest,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sumari,47.4979937,19.0403594
Taccani,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Taccani,45.4641943,9.1896346
Tagliavini,Bologna,,1.0,,,,A,,44.4938203,11.3426327
"Tazzoli, Mario",Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/scheda/opera/86142/Ruoppolo%20Giovan%20Battista%2C%20Natura%20morta%20con%20interno%20di%20dispensa,45.4641943,9.1896346
Terzi,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/scheda/opera/71749/Anonimo%20sec.%20XVIII%2C%20Madonna%20con%20Bambino%2C%20santa%20Caterina%20d%27Alessandria%2C%20san%20Carlo%20Borromeo%20e%20san%20Giovanni%20vescovo%20di%20Bergamo,45.4641943,9.1896346
Tinazzi,Verona,,1.0,,,,A,,45.4384958,10.9924122
Toffano,Montagnana (PD),-,1.0,,,,A,,45.2333207,11.4657779
Tolentino,Firenze,(-1920) vendita tolentino,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione%20Tolentino&page=1&filtroprovenienza_OA=4531%7C929,43.7698712,11.2555757
Toscanelli,Pontedera,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Toscanelli&page=1&filtroprovenienza_OA=4726%7C10362,43.6634536,10.6354851
Toscano,Roma,,1.0,,,,A,,41.8933203,12.4829321
Trafalgar Galleries,Londra,1956-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Trafalgar+Galleries,51.5073219,-0.1276474
Trotti Avogli René,Parigi,1898/1902-1946,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=50&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Trotti,48.8588897,2.3200410217200766
Ulmann,Francoforte,,1.0,,,,A,,50.1106444,8.6820917
Untermeyer,New York,1912-1973,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Untermeyer,40.7127281,-74.0060152
Valente,Asti,1970-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Valente+Antichit%C3%A0,44.826012649999996,8.202686328987273
Valls Rafael,Londra,1976-,1.0,,,,A,DA FILTRARE http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Valls,51.5073219,-0.1276474
Valsania,Roma,,1.0,,,,A,,41.8933203,12.4829321
Van Heek,s’Heerenberg,1912-1957,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+J.H.+Van+Heek,51.8779448,6.2548363
Van Marle R.,Perugia,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Van+Marle,43.1070321,12.402996209906487
Vangelisti Bruno,Lucca,1943 - ? (dal 1946 casa d'aste),1.0,,,,A - o CA,,44.017763900000006,10.454430026192636
Vangelli Piergabriele (figlio Raoul),Londra,"Rome, nato 1958) ",1.0,,,,A,,51.5073219,-0.1276474
Vangelli Raoul,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Vangelli,41.8933203,12.4829321
Veneziani V.,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=V.+Veneziani,41.8933203,12.4829321
Ventura Eugenio,Firenze,,1.0,,,,A,,43.7698712,11.2555757
Ventura P.,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=ventura&page=1&filtroprovenienza_OA=4950%7C4231,43.7698712,11.2555757
Verga D.,Crema,,1.0,,,,A,,45.362828,9.6874573
Vezzoli,Firenze,,1.0,,,,A,,43.7698712,11.2555757
Viancini Ettore,Venezia,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Viancini,45.4371908,12.3345898
Viligiardi,Siena,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Viligiardi,43.1672254,11.467181161339118
Violante Marcello,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Violante&page=1&filtroprovenienza_OA=8109%7C9713,51.5073219,-0.1276474
Virgilio Carlo,Roma,1979-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Galleria+Carlo+Virgilio,41.8933203,12.4829321
Robilant (Edmondo)/Voena (Marco),Londra  ,1999-,1.0,,,,A,,51.5073219,-0.1276474
Voena,Torino,1989-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Voena,45.0677551,7.6824892
Volpi Elia,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=E.+Volpi,43.7698712,11.2555757
"Vom Rath, J.W. Edwin",Amsterdam,-1940,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+vom+Rath,52.3727598,4.8936041
Von Mallmann,Berlino,,1.0,,,,A,,52.5170365,13.3888599
Wagner H.,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?view=gallery&batch=100&sortby=LOCALIZZAZIONE&page=1&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=H.+Wagner,51.5073219,-0.1276474
Walpole,Londra,XVIIIsec- ??,,,,,,,51.5073219,-0.1276474
Walpole,Londra,1980ca-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Walpole+Gallery,51.5073219,-0.1276474
Ward,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=50&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Ward,51.5073219,-0.1276474
Weddingham,Londra,,1.0,,,,A,,51.5073219,-0.1276474
Weiner,San Pietroburgo,P.P. Weiner ?,1.0,,,,A,,59.938732,30.316229
Weinmüller,Monaco di Baviera,Adolf (1921-1958),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Weinm%C3%BCller,48.1371079,11.5753822
Weitzner,Londra,Julius H. Weizner (late 20s-1986),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Weitzner,51.5073219,-0.1276474
Wendland,Parigi,Hans (1880-1965),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wendland,48.8588897,2.3200410217200766
Wengraf,Londra,(Patricia 1979-),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wengraf,51.5073219,-0.1276474
Wertheimer,Berlino ,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=100&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wertheimer,52.5170365,13.3888599
Wildenstein,Parigi,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wildenstein,48.8588897,2.3200410217200766
Wildenstein,New York (dal 1903),1903-2010(?),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wildenstein,-34.2616246,-71.3777057
Wilkins,Firenze,-1935,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Wilkins,43.7698712,11.2555757
Wimpftheimer,New York,-1935,1.0,,,,A,,40.7127281,-74.0060152
Withfield,Londra,1979-,1.0,,,,A,,51.5073219,-0.1276474
Woodburn,Londra,1782-?,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=100&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Woodburn,51.5073219,-0.1276474
Wyer ,Worcester (Mass.),doc. 1920s,1.0,,,,A,,42.2625621,-71.8018877
Zabert,Torino,1926- (con Gilberto),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=G.+Zabert,45.0677551,7.6824892
Zamboni,Reggio Emilia,-,1.0,,,,A,,44.608664,10.594796841892734
Zanazzo,Roma,,1.0,,,,A,,41.8933203,12.4829321
Zen,Milano,1881-,1.0,,,,A,,45.4641943,9.1896346
Zenta Gallery,Tokyo,,1.0,,,,A,,35.6828387,139.7594549
Zimot (? Vedi sotto),New York,,1.0,,,,A,,40.7127281,-74.0060152
"Zimet, Martin J.",New York,1980ca-2020,1.0,,,,A,,40.7127281,-74.0060152
